index	chapter	chapter_title	subchapter	subchapter_title	part	part_title	section	section_title
879	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.130	§ 308.130   Effective date of order and service on bank.
880	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	229	PART 229 - AVAILABILITY OF FUNDS AND COLLECTION OF CHECKS (REGULATION CC)	229.12	§ 229.12   Availability schedule.
881	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	332	PART 332 - PRIVACY OF CONSUMER FINANCIAL INFORMATION	332.18	§ 332.18   Effective date; transition rule.
882	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	222	PART 222 - FAIR CREDIT REPORTING (REGULATION V)	222.28	§ 222.28   Effective date, compliance date, and prospective application.
883	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	209	PART 209 - FEDERAL RESERVE BANK CAPITAL STOCK (REGULATION I)	209.5	§ 209.5   The share register.
884	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	217	PART 217 - CAPITAL ADEQUACY OF BANK HOLDING COMPANIES, SAVINGS AND LOAN HOLDING COMPANIES, AND STATE MEMBER BANKS (REGULATION Q)	217.135	§ 217.135   Guarantees and credit derivatives: double default treatment.
885	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.135	§ 324.135   Guarantees and credit derivatives: Double default treatment.
886	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1261	PART 1261 - FEDERAL HOME LOAN BANK DIRECTORS	1261.5	§ 1261.5   Director eligibility.
887	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	217	PART 217 - CAPITAL ADEQUACY OF BANK HOLDING COMPANIES, SAVINGS AND LOAN HOLDING COMPANIES, AND STATE MEMBER BANKS (REGULATION Q)	217.143	§ 217.143   Supervisory formula approach (SFA).
888	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.143	§ 324.143   Supervisory formula approach (SFA).
889	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	611	PART 611 - ORGANIZATION	611.220	§ 611.220   Outside directors.
890	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1263	PART 1263 - MEMBERS OF THE BANKS	1263.18	§ 1263.18   Determination of appropriate Bank district for membership.
891	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	613	PART 613 - ELIGIBILITY AND SCOPE OF FINANCING	613.3020	§ 613.3020   Financing for farm-related service businesses.
892	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	702	PART 702 - CAPITAL ADEQUACY	702.703	§ 702.703   CECL transition provisions.
893	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1249	PART 1249 - BOOK-ENTRY PROCEDURES	1249.16	§ 1249.16   Withdrawal of Eligible Book-entry Enterprise Securities for conversion to definitive form.
894	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5457	§ 615.5457   Withdrawal of eligible book-entry securities for conversion to definitive form.
895	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	613	PART 613 - ELIGIBILITY AND SCOPE OF FINANCING	613.3010	§ 613.3010   Financing for processing or marketing operations.
896	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1266	PART 1266 - ADVANCES	1266.13	§ 1266.13   Special advances to savings associations.
897	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	652	PART 652 - FEDERAL AGRICULTURAL MORTGAGE CORPORATION FUNDING AND FISCAL AFFAIRS	652.20	§ 652.20   Eligible non-program investments.
898	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1266	PART 1266 - ADVANCES	1266.7	§ 1266.7   Collateral.
899	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1291	PART 1291 - FEDERAL HOME LOAN BANKS' AFFORDABLE HOUSING PROGRAM	1291.24	§ 1291.24   Eligible uses.
900	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	303	PART 303 - FILING PROCEDURES	303.45	§ 303.45   Special provisions.
901	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	327	PART 327 - ASSESSMENTS	327.15	§ 327.15   Emergency special assessments.
902	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	217	PART 217 - CAPITAL ADEQUACY OF BANK HOLDING COMPANIES, SAVINGS AND LOAN HOLDING COMPANIES, AND STATE MEMBER BANKS (REGULATION Q)	217.502	§ 217.502   Application of the Board's Regulatory Capital Framework to Employee Stock Ownership Plans that are Depository Institution Holding Companies and Certain Trusts that are Savings and Loan Holding Companies.
903	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	218	PART 218 - EXCEPTIONS FOR BANKS FROM THE DEFINITION OF BROKER IN THE SECURITIES EXCHANGE ACT OF 1934 (REGULATION R)	218.760	§ 218.760   Exemption from definition of “broker” for banks accepting orders to effect transactions in securities from or on behalf of custody accounts.
904	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	266	PART 266 - LIMITATIONS ON ACTIVITIES OF FORMER MEMBERS AND EMPLOYEES OF THE BOARD	266.2	§ 266.2   Definitions.
905	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	612	PART 612 - STANDARDS OF CONDUCT AND REFERRAL OF KNOWN OR SUSPECTED CRIMINAL VIOLATIONS	612.2270	§ 612.2270   Purchase of System obligations.
906	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	238	PART 238 - SAVINGS AND LOAN HOLDING COMPANIES (REGULATION LL)	238.86	§ 238.86   Exemptions.
907	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1261	PART 1261 - FEDERAL HOME LOAN BANK DIRECTORS	1261.10	§ 1261.10   Independent director conflict of interests.
908	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	229	PART 229 - AVAILABILITY OF FUNDS AND COLLECTION OF CHECKS (REGULATION CC)	229.3	§ 229.3   Administrative enforcement.
909	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	205	PART 205 - ELECTRONIC FUND TRANSFERS (REGULATION E)	205.13	§ 205.13   Administrative enforcement; record retention.
910	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1248	PART 1248 - UNIFORM MORTGAGE-BACKED SECURITIES	1248.6	§ 1248.6   Covered programs, policies, and practices.
911	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1254	PART 1254 - VALIDATION AND APPROVAL OF CREDIT SCORE MODELS	1254.9	§ 1254.9   Determinations on applications.
912	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1242	PART 1242 - RESOLUTION PLANNING	1242.3	§ 1242.3   Identification of core business lines.
913	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1254	PART 1254 - VALIDATION AND APPROVAL OF CREDIT SCORE MODELS	1254.4	§ 1254.4   Requirements for use of a credit score.
914	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	235	PART 235 - DEBIT CARD INTERCHANGE FEES AND ROUTING (REGULATION II)	235.8	§ 235.8   Reporting requirements and record retention.
915	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1223	PART 1223 - MINORITY AND WOMEN INCLUSION	1223.21	§ 1223.21   Promoting diversity and ensuring inclusion in all business and activities.
916	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5270	§ 615.5270   Retirement of other equities.
917	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	362	PART 362 - ACTIVITIES OF INSURED STATE BANKS AND INSURED SAVINGS ASSOCIATIONS	362.3	§ 362.3   Activities of insured State banks.
918	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	362	PART 362 - ACTIVITIES OF INSURED STATE BANKS AND INSURED SAVINGS ASSOCIATIONS	362.11	§ 362.11   Activities of insured savings associations.
919	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1206	PART 1206 - ASSESSMENTS	1206.3	§ 1206.3   Annual assessments.
920	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	211	PART 211 - INTERNATIONAL BANKING OPERATIONS (REGULATION K)	211.43	§ 211.43   Allocated transfer risk reserve.
921	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	347	PART 347 - INTERNATIONAL BANKING	347.303	§ 347.303   Allocated transfer risk reserve.
922	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.85	§ 263.85   Establishment of increased capital level for specific institutions.
923	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1235	PART 1235 - RECORD RETENTION FOR REGULATED ENTITIES AND OFFICE OF FINANCE	1235.3	§ 1235.3   Establishment and evaluation of a record retention program.
924	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1223	PART 1223 - MINORITY AND WOMEN INCLUSION	1223.20	§ 1223.20   Office of Minority and Women Inclusion.
925	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1239	PART 1239 - RESPONSIBILITIES OF BOARDS OF DIRECTORS, CORPORATE PRACTICES, AND CORPORATE GOVERNANCE	1239.32	§ 1239.32   Audit committee.
926	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1282	PART 1282 - ENTERPRISE HOUSING GOALS AND MISSION	1282.36	§ 1282.36   Evaluations, ratings, and Evaluation Guidance.
927	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	238	PART 238 - SAVINGS AND LOAN HOLDING COMPANIES (REGULATION LL)	238.51	§ 238.51   Prohibited activities.
928	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	204	PART 204 - RESERVE REQUIREMENTS OF DEPOSITORY INSTITUTIONS (REGULATION D)	204.3	§ 204.3   Reporting and location.
929	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708b	PART 708b - MERGERS OF INSURED CREDIT UNIONS INTO OTHER CREDIT UNIONS; VOLUNTARY TERMINATION OR CONVERSION OF INSURED STATUS	708b.206	§ 708b.206   Share insurance communications to members.
930	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	622	PART 622 - RULES OF PRACTICE AND PROCEDURE	622.8	§ 622.8   Rules of evidence.
931	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1223	PART 1223 - MINORITY AND WOMEN INCLUSION	1223.3	§ 1223.3   Limitations.
932	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261b	PART 261b - RULES REGARDING PUBLIC OBSERVATION OF MEETINGS	261b.6	§ 261b.6   Public announcement of meetings.
933	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	600	PART 600 - ORGANIZATION AND FUNCTIONS	600.10	§ 600.10   Service of Process.
934	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	791	PART 791 - RULES OF NCUA BOARD PROCEDURE; PROMULGATION OF NCUA RULES AND REGULATIONS; PUBLIC OBSERVATION OF NCUA BOARD MEETINGS	791.13	§ 791.13   Public announcement of meetings.
935	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.16	§ 1209.16   Service of papers.
936	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.605	§ 747.605   Allowable fees and expenses.
937	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	390	PART 390 - REGULATIONS TRANSFERRED FROM THE OFFICE OF THRIFT SUPERVISION	390.415	§ 390.415   Effective date.
938	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	650	PART 650 - FEDERAL AGRICULTURAL MORTGAGE CORPORATION GENERAL PROVISIONS	650.30	§ 650.30   Preservation of equity.
939	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	703	PART 703 - INVESTMENT AND DEPOSIT ACTIVITIES	703.5	§ 703.5   Discretionary control over investments and investment advisers.
940	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1237	PART 1237 - CONSERVATORSHIP AND RECEIVERSHIP	1237.12	§ 1237.12   Capital distributions while in conservatorship.
941	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1266	PART 1266 - ADVANCES	1266.8	§ 1266.8   Banks as secured creditors.
942	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	607	PART 607 - ASSESSMENT AND APPORTIONMENT OF ADMINISTRATIVE EXPENSES	607.5	§ 607.5   Notice of assessment.
943	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.532	§ 308.532   Witnesses.
944	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	310	PART 310 - PRIVACY ACT REGULATIONS	310.10	§ 310.10   Disclosure of record to person other than the individual to whom it pertains.
945	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	618	PART 618 - GENERAL PROVISIONS	618.8320	§ 618.8320   Data regarding borrowers and loan applicants.
946	XV	CHAPTER XV - DEPARTMENT OF THE TREASURY	B	SUBCHAPTER B - RESOLUTION FUNDING CORPORATION	1511	PART 1511 - BOOK-ENTRY PROCEDURE	1511.2	§ 1511.2   Law governing rights and obligations of the Funding Corporation and Federal Reserve Banks; rights of any Person against the Funding Corporation and the Federal Reserve Banks.
947	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5452	§ 615.5452   Law governing rights and obligations of Federal Reserve Banks, Farm Credit banks, and Funding Corporation; rights of any person against Federal Reserve Banks, Farm Credit banks, and Funding Corporation.
948	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1249	PART 1249 - BOOK-ENTRY PROCEDURES	1249.12	§ 1249.12   Law governing rights and obligations of United States, Federal Reserve Banks, and Enterprises; rights of any person against United States, Federal Reserve Banks, and Enterprises; law governing other interests.
949	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1270	PART 1270 - LIABILITIES	1270.12	§ 1270.12   Law governing rights and obligations of Banks, FHFA, Office of Finance, United States and Federal Reserve Banks; rights of any Person against Banks, FHFA, Office of Finance, United States and Federal Reserve Banks.
950	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	606	PART 606 - ENFORCEMENT OF NONDISCRIMINATION ON THE BASIS OF HANDICAP IN PROGRAMS OR ACTIVITIES CONDUCTED BY THE FARM CREDIT ADMINISTRATION	606.670	§ 606.670   Compliance procedures.
951	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	794	PART 794 - ENFORCEMENT OF NONDISCRIMINATION ON THE BASIS OF HANDICAP IN PROGRAMS OR ACTIVITIES CONDUCTED BY THE NATIONAL CREDIT UNION ADMINISTRATION	794.170	§ 794.170   Compliance procedures.
952	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	225	PART 225 - BANK HOLDING COMPANIES AND CHANGE IN BANK CONTROL (REGULATION Y)	225.10	§ 225.10   Temporary relief for 2020 and 2021.
953	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.537	§ 308.537   Reconsideration of initial decision.
954	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	608	PART 608 - COLLECTION OF CLAIMS OWED THE UNITED STATES	608.812	§ 608.812   Charges for interest, administrative costs, and penalties.
955	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	303	PART 303 - FILING PROCEDURES	303.14	§ 303.14   Being “engaged in the business of receiving deposits other than trust funds.”
956	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	217	PART 217 - CAPITAL ADEQUACY OF BANK HOLDING COMPANIES, SAVINGS AND LOAN HOLDING COMPANIES, AND STATE MEMBER BANKS (REGULATION Q)	217.63	§ 217.63   Disclosures by Board-regulated institutions described in § 217.61.
957	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261b	PART 261b - RULES REGARDING PUBLIC OBSERVATION OF MEETINGS	261b.4	§ 261b.4   Meetings open to public observation.
958	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.63	§ 324.63   Disclosures by FDIC-supervised institutions described in § 324.61.
959	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	608	PART 608 - COLLECTION OF CLAIMS OWED THE UNITED STATES	608.822	§ 608.822   Notice requirements before offset.
960	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	628	PART 628 - CAPITAL ADEQUACY OF SYSTEM INSTITUTIONS	628.63	§ 628.63   Disclosures.
961	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261b	PART 261b - RULES REGARDING PUBLIC OBSERVATION OF MEETINGS	261b.5	§ 261b.5   Exemptions.
962	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1249	PART 1249 - BOOK-ENTRY PROCEDURES	1249.14	§ 1249.14   Obligations of Enterprises; no adverse claims.
963	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1270	PART 1270 - LIABILITIES	1270.15	§ 1270.15   Obligations of the Banks and the Office of Finance; no Adverse Claims.
964	XV	CHAPTER XV - DEPARTMENT OF THE TREASURY	B	SUBCHAPTER B - RESOLUTION FUNDING CORPORATION	1511	PART 1511 - BOOK-ENTRY PROCEDURE	1511.5	§ 1511.5   Obligations of Funding Corporation; no adverse claims.
965	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5455	§ 615.5455   Obligations of the Farm Credit banks and the Funding Corporation; no adverse claims.
966	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	791	PART 791 - RULES OF NCUA BOARD PROCEDURE; PROMULGATION OF NCUA RULES AND REGULATIONS; PUBLIC OBSERVATION OF NCUA BOARD MEETINGS	791.17	§ 791.17   Maintenance of meeting records.
967	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	310	PART 310 - PRIVACY ACT REGULATIONS	310.5	§ 310.5   Disclosure of requested information to individuals.
968	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	702	PART 702 - CAPITAL ADEQUACY	702.207	§ 702.207   Consideration of Subordinated Debt and Grandfathered Secondary Capital for new credit unions.
969	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	208	PART 208 - MEMBERSHIP OF STATE BANKING INSTITUTIONS IN THE FEDERAL RESERVE SYSTEM (REGULATION H)	208.34	§ 208.34   Recordkeeping and confirmation of certain securities transactions effected by State member banks.
